,N° Etudiant,Nom,Prénom,Moyenne,Grade,Grade ECTS,code_UE,libelle_UE,responsable_UE,annee,nom_UV,code_UV,note,lieu
785,2015_6d30,Zwiebel,John,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
786,2015_9069,Norris,Carmen,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
787,2015_32fb,Jellison,Meagan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
788,2015_5d45,Robinson,Ramon,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
789,2015_ece0,Harris,Renita,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
790,2015_3d9a,Albert,Lorine,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
791,2015_0b8b,Lundborg,Rebecca,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
792,2015_9f01,Eusebio,Kristopher,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
793,2015_fb3d,Jackson,Ralph,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
794,2015_50cf,Stott,Andrea,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
795,2015_c17f,Smart,Lucile,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
796,2015_a109,Hood,Suzanne,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
797,2015_ca18,Flinn,Jay,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
798,2015_ae70,Lowin,Kent,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
799,2015_558a,Heaton,Heath,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
800,2015_6b08,Latch,Melissa,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
801,2015_ebc0,Bowman,Edna,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
802,2015_8696,Dodds,Ronnie,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,SSG,Code UV1,,Nantes
803,2015_d77e,Mclaughlin,Kristin,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
804,2015_e80e,Hess,Jacqueline,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
805,2015_b2b3,Drouin,Kevin,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
806,2015_78f0,Hornsby,Eric,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
807,2015_9182,Newsome,Elizabeth,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
808,2015_9830,Jarvis,Ira,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
809,2015_427e,Adkins,Katherine,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
810,2015_669b,Edwards,Laura,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
811,2015_74f0,Keener,Christopher,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
812,2015_690c,Luckey,Linda,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
813,2015_3173,Barreto,Lawrence,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
814,2015_5b40,Edison,James,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
815,2015_8edb,Eadie,Courtney,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
816,2015_6053,Gravitt,Barbara,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
817,2015_d9b3,Barrett,Mary,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
818,2015_e129,Shepard,Carolyn,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
819,2015_a568,Bennett,Patricia,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
820,2015_f0fa,Velazquez,Morgan,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
821,2015_3c60,Hopper,Daniel,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
822,2015_61a2,Rodgers,Stephenie,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
823,2015_2894,Freeman,Kenneth,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
824,2015_9343,Boutin,Mary,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
825,2015_c49a,Dewees,Richard,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
826,2015_fa20,Monnier,Gene,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
827,2015_da39,Hampton,Joseph,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
828,2015_0f2b,Kuhn,Amanda,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
829,2015_022f,Nowell,Doris,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
830,2015_d6de,Carlson,Federico,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
831,2015_db4b,Mcclanahan,John,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
832,2015_2c51,Brock,Carol,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
833,2015_a4e4,Taylor,Robert,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
834,2015_c8d7,Mathews,Jennie,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
835,2015_def5,Colley,Shirley,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
836,2015_50f3,Stamm,Michael,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
837,2015_4204,Rocha,Philip,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
838,2015_aef6,Lutz,Eva,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
839,2015_8fc3,Marro,Doris,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
840,2015_5661,Hoff,Kay,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
841,2015_a770,Corscadden,Martha,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
842,2015_c264,Tye,Stephen,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
843,2015_9f97,Munoz,Kim,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
844,2015_20ed,Vasquez,Rogelio,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
845,2015_111f,Winebarger,Joseph,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
846,2015_e356,Garner,Paul,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
847,2015_8e88,Ruth,Amy,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
848,2015_d769,Mallard,Saundra,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
849,2015_f4e3,Willis,Pearlie,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
850,2015_f68f,Pierce,Tamica,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
851,2015_3ac8,Kato,David,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
852,2015_7aa0,Nichell,James,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
853,2015_ed4a,Zachary,Richard,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
854,2015_8563,Synder,Maxine,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
855,2015_6768,Mccoy,Deborah,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
856,2015_dd90,Luna,Glen,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
857,2015_1489,Phillips,Patricia,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
858,2015_e2ba,Cameron,Nathan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
859,2015_2c65,Jones,Chance,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
860,2015_f8eb,Grant,Jean,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
861,2015_acf7,West,Irma,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,-,Nantes
862,2015_8cd5,Smith,Raymond,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
863,2015_bd94,William,Laura,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
864,2015_5c38,Lininger,Michael,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
865,2015_fbd6,Blackstone,Andrew,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
866,2015_d426,Marlow,Marie,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
867,2015_b80d,Seaver,Norma,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
868,2015_b8b1,Tobey,Kenneth,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
869,2015_052a,Pickering,Annie,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
870,2015_b824,Nicholson,Helen,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
871,2015_51eb,Abram,Adam,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
872,2015_c675,Anderson,Denise,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
873,2015_1dcc,Foppiano,Kelly,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
874,2015_4595,Sands,Claudia,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
875,2015_3cc4,Lyon,James,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
876,2015_ae9c,Maldonado,Henry,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
877,2015_5c7d,Cox,Rafael,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
878,2015_d5db,White,Megan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
879,2015_6a45,Blank,Robert,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
880,2015_836f,Dixon,Tawanda,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
881,2015_2f10,Sewell,Jo,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
882,2015_03a0,Chaves,Christopher,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
883,2015_3488,Mccain,Deon,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
884,2015_6723,Harrell,Jose,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
885,2015_8069,Richard,Christopher,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
886,2015_deb6,Long,Linda,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
887,2015_5ba9,Arthur,Cynthia,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
888,2015_9898,Christensen,Ryan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
