,N° Etudiant,Nom,Prénom,Moyenne,Grade,Grade ECTS,code_UE,libelle_UE,responsable_UE,annee,nom_UV,code_UV,note,lieu
889,2015_5665,Yoshida,Florence,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
890,2015_7686,Hensley,Roy,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
891,2015_bd05,Lohmann,Andrea,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
892,2015_ecbf,Fedor,James,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
893,2015_77ce,Gautreaux,Joel,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
894,2015_b110,Green,Michael,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
895,2015_707e,Burke,Christie,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
896,2015_d576,Andrade,David,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
897,2015_d991,Green,Sabrina,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
898,2015_646a,Johnson,Maurice,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
899,2015_1d58,Anderson,Tommie,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
900,2015_0db2,Hillyer,Bobbye,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
901,2015_de53,Childress,Blair,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
902,2015_3398,Rose,Arthur,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
903,2015_60ab,Robinson,Barbara,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
904,2015_d339,Fidler,Heidi,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
905,2015_6b3d,Demik,Benjamin,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
906,2015_ea7d,Mason,Frank,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
907,2015_0d0e,Brown,Kenny,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
908,2015_bba0,Applen,Kyle,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
909,2015_f16a,Judkins,Kathleen,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
910,2015_e0fd,Gienger,Gail,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
911,2015_420f,Dixon,Beth,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
912,2015_46fe,Peery,Mia,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
913,2015_7d41,Estrada,Joyce,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
914,2015_f743,Davis,Miesha,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
915,2015_c259,Easter,Paul,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
916,2015_0619,Skinner,Susan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
917,2015_ee7c,Havard,Julia,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
918,2015_05fe,Pearson,Rudy,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
919,2015_13ac,Lowe,Frank,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
920,2015_5c0a,Hallock,Chad,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
921,2015_44d2,Potts,William,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
922,2015_9a28,Warnes,Sarah,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
923,2015_5824,Jackson,Kayla,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
924,2015_9a8c,Salazar,David,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
925,2015_cf4c,Lopez,Emma,5,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,-,Nantes
926,2015_d53e,Johnson,Stacey,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
927,2015_624e,Windish,Josephine,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
928,2015_3b57,Visher,Katherine,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
929,2015_6455,Cresswell,Luis,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
930,2015_9797,Kelly,Henry,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
931,2015_de8a,Carlisle,Anita,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
932,2015_bfb0,Madrigal,Lisa,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
933,2015_ed24,Santos,Annamarie,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
934,2015_3082,Weathers,Stephen,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
935,2015_01ec,Hill,Elaine,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
936,2015_76f8,Gilliss,Carmen,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
937,2015_d4c1,Crews,Angelo,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
938,2015_1da8,Morris,Dane,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
939,2015_bc24,Mccormick,Mathew,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
940,2015_b32c,Barr,Jill,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
941,2015_a5a6,Poole,Barry,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
942,2015_f409,Allen,Tiffany,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
943,2015_be83,Killian,Ronald,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
944,2015_b922,Simard,Joseph,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
945,2015_29e2,Norman,Kelly,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
946,2015_e899,Daniels,Bethany,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
947,2015_edbe,Kaye,Lori,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
948,2015_bb7c,Krause,Thomas,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
949,2015_1df5,Miller,Herbert,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
950,2015_8359,Sole,Curtis,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
951,2015_8332,Jackson,Samantha,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
952,2015_76cc,Olsen,Cassandra,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
953,2015_8e6d,Odom,Andrea,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
954,2015_0ae4,Vallejos,Richard,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
955,2015_40bf,Butler,Frank,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
956,2015_b856,Kozyra,Marco,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
957,2015_3355,Eder,Michael,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
958,2015_2f4f,Boise,Armando,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
959,2015_e1ef,Halyk,Esperanza,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
960,2015_9438,Fuhr,Richard,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
961,2015_5c01,Green,Eric,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
962,2015_f0b2,Hetzler,Larry,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
963,2015_3d81,Dooley,Barbara,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
964,2015_9316,Abbott,Olivia,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
965,2015_6798,Obrien,William,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
966,2015_0b32,Stover,Mary,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
967,2015_045c,Howe,Jesus,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
968,2015_4d63,Nappi,Inez,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
969,2015_9b2d,Johnson,Raymond,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
970,2015_5989,Crespo,Richard,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
971,2015_040e,Coleman,Loretta,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
972,2015_ae9f,Tague,Joe,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
973,2015_9694,Wright,Alex,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
974,2015_5d51,Rainey,Maria,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
975,2015_a66c,Cardiel,Eric,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
976,2015_8dc4,Mclendon,Alex,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
977,2015_7722,Dresser,Randy,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
978,2015_957b,Bowman,Harold,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
979,2015_2ccf,Nesbit,Maggie,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
980,2015_6d30,Zwiebel,John,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
981,2015_9069,Norris,Carmen,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,-,Nantes
982,2015_32fb,Jellison,Meagan,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
983,2015_5d45,Robinson,Ramon,15,au dessus,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,+,Nantes
984,2015_ece0,Harris,Renita,10,atteint,B,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
985,2015_3d9a,Albert,Lorine,0,en dessous,F,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,-,Nantes
986,2015_0b8b,Lundborg,Rebecca,20,au dessus,A,interpA-A1-S2,interpA : Agir en équipe,LEMOULT Bernard ; GOSSIAUX Pol Bernard ; DEVIGNE Michel ; MONY Loïc,1ère année d'ingénieur 2014-2015,activités sportives,Code UV2,,Nantes
